ITB_No,Ln_ITM_ID,Bundle_ID,CBS_1,CBS_2,CBS_3,CBS_4,CBS_5, Budget_at_Completion ,Overhead,Profit ,Budget_plus_Fee,Submitted_ActualCosts_LTD_without_fees,Submitted_ActualCosts_LTD_Overhead,Submitted_ActualCosts_LTD_Fee,Submitted_ActualCosts_LTD_with_fees,Certified_ActualCosts_LTD_without_fees,Certified_ActualCosts_LTD_Overhead,Certified_ActualCosts_LTD_Fee,Certified_ActualCosts_LTD_with_fees,Variance_LTD,Variance_Current_Submission,Total Variance,Variance_at_Completion,Estimate_at_Completion,Estimate_to_Complete,Cost_Type,Submitted_ Actual_Cost,Submitted_ Accrual_Cost,Submitted_Cost_Total (Actual),Submitted_1_FC,Submitted_2_FC,Submitted_3_FC,Submitted_FC_Total,Certified_Actual_Cost,Certified_Accrual_Cost,Certified_Cost_Total,Certified_1_FC,Certified_2_FC,Certified_3_FC,Certified_FC_Total,LTD_Certified_ with_Current_AFP
ITB_SAN_02,LN_000069,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000090,CBS_000051,"$8,650.15","$1,226.12","$1,116.00","$10,899.02",,,,$0.00,,,,$0.00,,,$0.00,,"$10,783.88","$11,054.38",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000070,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000091,CBS_000051,"$14,670.00","$2,212.31","$1,962.10","$17,862.46",,,,$0.00,,,,$0.00,,,$0.00,,"$19,238.69","$19,401.80",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000071,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000092,CBS_000051,"$6,311.67",$967.18,$781.15,"$7,724.51",,,,$0.00,,,,$0.00,,,$0.00,,"$8,270.40","$8,207.49",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000072,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000093,CBS_000051,"$12,945.39","$1,968.30","$1,628.08","$15,347.36",,,,$0.00,,,,$0.00,,,$0.00,,"$16,171.23","$15,883.31",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000073,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000094,CBS_000051,"$19,031.51","$2,717.02","$2,559.30","$23,466.26",,,,$0.00,,,,$0.00,,,$0.00,,"$24,913.44","$23,325.06",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000074,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000095,CBS_000051,"$6,014.56",$942.13,$834.23,"$8,072.21",,,,$0.00,,,,$0.00,,,$0.00,,"$8,158.26","$7,851.78",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000075,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000096,CBS_000051,"$17,832.64","$2,788.89","$2,377.30","$23,270.02",,,,$0.00,,,,$0.00,,,$0.00,,"$23,741.69","$24,218.07",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000076,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000097,CBS_000051,$0.00,$0.00,$0.00,$0.00,,,,"$62,211.88",,,,"$26,484.72",,,$0.00,,$0.00,"($28,426.04)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,027.98"
ITB_SAN_02,LN_000077,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000098,CBS_000049,"$121,293.58","$19,751.79","$15,991.97","$163,183.45",,,,"$18,093.53",,,,"$16,096.28",,,$0.00,,"$169,209.05","$146,218.66",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,630.67"
ITB_SAN_02,LN_000078,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000003,CBS_000099,CBS_000049,"$179,028.99","$27,491.15","$23,724.21","$231,683.88",,,,$0.00,,,,$0.00,,,$0.00,,"$246,567.48","$238,442.97",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000079,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000028,CBS_000100,CBS_000049,"$348,788.24","$53,118.63","$46,579.87","$440,606.37",,,,$0.00,,,,$0.00,,,$0.00,,"$427,914.71","$428,337.02",Labour,$0.00,$0.00,$0.00,"$18,870.95","$20,036.89","$20,544.52","$56,121.02",$0.00,$0.00,$0.00,"$19,130.12","$19,560.90","$20,451.90","$59,568.88","$60,393.06"
ITB_SAN_02,LN_000080,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000028,CBS_000039,CBS_000040,"$596,006.86","$93,658.43","$73,973.92","$783,885.18",,,,"$196,991.40",,,,"$126,905.00",,,$0.00,,"$786,260.27","$614,941.59",Direct,"$52,294.78",$0.00,"$52,395.19",$0.00,$0.00,$0.00,$0.00,"$53,574.65",$0.00,"$51,714.32",$0.00,$0.00,$0.00,$0.00,"$172,999.71"
ITB_SAN_02,LN_000081,BUNDLE_000001,CBS_000001,CBS_000101,CBS_000024,CBS_000102,CBS_000051,$0.00,$0.00,$0.00,$0.00,,,,"$6,207.66",,,,$0.00,,,$0.00,,$0.00,$0.00,Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000082,BUNDLE_000001,CBS_000001,CBS_000101,CBS_000068,CBS_000103,CBS_000051,"$36,026.37","$5,475.82","$5,060.56","$48,701.05",,,,$0.00,,,,$0.00,,,$0.00,,"$49,668.20","$45,849.40",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000083,BUNDLE_000001,CBS_000001,CBS_000101,CBS_000013,CBS_000104,CBS_000049,"$31,408.82","$4,931.68","$4,179.21","$42,214.71",,,,$0.00,,,,$0.00,,,$0.00,,"$41,549.38","$43,405.74",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000084,BUNDLE_000001,CBS_000001,CBS_000101,CBS_000013,CBS_000105,CBS_000051,"$347,160.39","$54,480.88","$46,071.11","$441,500.92",,,,$0.00,,,,$0.00,,,$0.00,,"$439,101.56","$430,805.43",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000085,BUNDLE_000001,CBS_000001,CBS_000101,CBS_000006,CBS_000106,CBS_000066,$0.00,$0.00,$0.00,$0.00,,,,"$4,510.96",,,,$0.00,,,$0.00,,$0.00,$0.00,Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000086,BUNDLE_000001,CBS_000001,CBS_000101,CBS_000006,CBS_000107,CBS_000051,"$118,471.58","$17,434.60","$15,079.10","$153,428.53",,,,"$72,436.93",,,,"$66,237.42",,,$0.00,,"$158,922.04","$80,017.85",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$69,272.46"
ITB_SAN_02,LN_000087,BUNDLE_000001,CBS_000001,CBS_000101,CBS_000006,CBS_000108,CBS_000051,"$47,301.60","$7,159.42","$6,532.44","$63,275.96",,,,$0.00,,,,$0.00,,,$0.00,,"$64,755.96","$61,184.23",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000088,BUNDLE_000001,CBS_000001,CBS_000101,CBS_000006,CBS_000109,CBS_000049,$0.00,$0.00,$0.00,$0.00,,,,"$22,217.12",,,,"$19,901.64",,,$0.00,,$0.00,"($22,657.84)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$19,923.19"
ITB_SAN_02,LN_000089,BUNDLE_000001,CBS_000001,CBS_000101,CBS_000006,CBS_000110,CBS_000049,$0.00,$0.00,$0.00,$0.00,,,,"$97,788.77",,,,"$73,272.77",,,$0.00,,$0.00,"($83,957.11)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$76,898.57"
ITB_SAN_02,LN_000090,BUNDLE_000001,CBS_000001,CBS_000101,CBS_000003,CBS_000111,CBS_000049,"$190,001.84","$27,595.05","$23,400.71","$233,148.84",,,,$0.00,,,,$0.00,,,$0.00,,"$242,342.65","$242,953.22",Labour,$0.00,$0.00,$0.00,"$19,125.52","$19,529.86","$20,239.54","$57,031.18",$0.00,$0.00,$0.00,"$20,297.90","$19,645.64","$19,529.39","$57,527.81","$61,425.93"
ITB_SAN_02,LN_000091,BUNDLE_000001,CBS_000001,CBS_000101,CBS_000028,CBS_000112,CBS_000049,"$187,683.48","$30,835.97","$26,029.14","$255,862.67",,,,$0.00,,,,$0.00,,,$0.00,,"$252,685.71","$245,169.08",Labour,$0.00,$0.00,$0.00,"$20,179.14","$19,674.83","$19,455.89","$60,982.15",$0.00,$0.00,$0.00,"$19,756.06","$19,320.55","$20,360.07","$59,781.71","$60,352.73"
ITB_SAN_02,LN_000092,BUNDLE_000001,CBS_000001,CBS_000101,CBS_000028,CBS_000113,CBS_000040,"$238,193.12","$36,825.71","$31,617.74","$311,420.46",,,,"$79,525.75",,,,$0.00,,,$0.00,,"$330,953.13","$324,930.14",Direct,$0.00,"$78,553.98","$77,970.73","$109,716.00","$112,515.20","$105,578.67","$340,001.23",$0.00,"$78,033.64","$85,559.89","$110,418.09","$104,523.52","$106,804.36","$340,894.94","$393,168.22"
ITB_SAN_02,LN_000093,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000032,CBS_000114,CBS_000049,"$293,379.47","$44,524.28","$37,696.48","$364,385.22",,,,"$135,274.07",,,,"$126,614.52",,,$0.00,,"$369,972.20","$239,005.12",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$123,268.52"
ITB_SAN_02,LN_000094,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000024,CBS_000025,CBS_000051,$0.00,$0.00,$0.00,$0.00,,,,"$51,986.47",,,,"$34,128.99",,,$0.00,,$0.00,"($36,798.88)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$31,493.72"
ITB_SAN_02,LN_000095,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000024,CBS_000025,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"$11,348.34",,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,"$11,431.06",$0.00,"$11,432.79",$0.00,$0.00,$0.00,$0.00,"$12,074.08",$0.00,"$12,003.59",$0.00,$0.00,$0.00,$0.00,"$11,379.60"
ITB_SAN_02,LN_000096,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000068,CBS_000115,CBS_000051,"$86,855.63","$12,579.98","$11,580.36","$106,388.64",,,,$0.00,,,,$0.00,,,$0.00,,"$110,606.82","$114,164.34",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000097,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000068,CBS_000115,CBS_000035,"$173,428.35","$28,696.84","$23,245.67","$220,287.84",,,,$0.00,,,,$0.00,,,$0.00,,"$220,627.81","$241,435.72",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000098,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000013,CBS_000116,CBS_000049,"$32,355.71","$4,710.71","$4,091.18","$43,138.79",,,,"$49,265.27",,,,"$41,537.32",,,$0.00,,"$41,363.14","$1,113.20",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$40,099.06"
ITB_SAN_02,LN_000099,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000013,CBS_000117,CBS_000049,"$54,570.31","$7,780.96","$6,670.65","$67,517.90",,,,"$83,603.01",,,,"$64,942.39",,,$0.00,,"$67,860.62",$577.77,Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$68,726.62"
ITB_SAN_02,LN_000100,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000006,CBS_000118,CBS_000066,$0.00,$0.00,$0.00,$0.00,,,,"$40,083.52",,,,"$40,555.24",,,$0.00,,$0.00,"($43,081.76)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$38,679.68"
ITB_SAN_02,LN_000101,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000006,CBS_000119,CBS_000066,"$61,693.61","$9,157.50","$7,916.47","$79,654.69",,,,"$36,369.22",,,,"$31,036.95",,,$0.00,,"$80,412.04","$48,477.77",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$31,366.37"
ITB_SAN_02,LN_000102,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000006,CBS_000120,CBS_000066,"$128,941.75","$20,606.83","$16,723.82","$168,890.12",,,,"$60,670.62",,,,"$52,779.90",,,$0.00,,"$159,309.93","$109,641.23",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$51,491.69"
ITB_SAN_02,LN_000103,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000006,CBS_000121,CBS_000066,"$186,385.86","$26,883.33","$23,444.97","$247,162.54",,,,"$123,742.90",,,,"$103,269.40",,,$0.00,,"$239,671.13","$130,159.06",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$103,246.17"
ITB_SAN_02,LN_000104,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000006,CBS_000122,CBS_000051,"$76,852.73","$12,611.44","$10,866.07","$106,346.32",,,,"$91,273.81",,,,"$91,228.28",,,$0.00,,"$96,642.26","$13,654.76",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$86,934.70"
ITB_SAN_02,LN_000105,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000006,CBS_000123,CBS_000051,"$275,532.21","$40,873.55","$36,003.24","$352,803.33",,,,"$62,815.84",,,,"$55,540.97",,,$0.00,,"$330,466.18","$290,736.48",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$56,728.61"
ITB_SAN_02,LN_000106,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000006,CBS_000124,CBS_000051,"$29,668.86","$4,523.53","$3,883.52","$35,665.19",,,,$0.00,,,,$0.00,,,$0.00,,"$39,218.57","$38,050.38",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000107,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000006,CBS_000125,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000108,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000006,CBS_000125,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"$328,057.12",,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,"$353,924.64","$337,851.75",$0.00,$0.00,$0.00,$0.00,$0.00,"$330,406.72","$324,451.03",$0.00,$0.00,$0.00,$0.00,"$350,911.29"
ITB_SAN_02,LN_000109,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000006,CBS_000026,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"$2,554.42",,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,"$2,495.76",$0.00,"$2,499.81",$0.00,$0.00,$0.00,$0.00,"$2,569.78",$0.00,"$2,422.01",$0.00,$0.00,$0.00,$0.00,"$2,442.55"
ITB_SAN_02,LN_000110,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000006,CBS_000026,CBS_000049,"$124,364.94","$19,773.82","$16,667.52","$162,200.33",,,,"$180,374.40",,,,"$183,198.99",,,$0.00,,"$169,676.90","($17,523.84)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$185,638.76"
ITB_SAN_02,LN_000111,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000028,CBS_000126,CBS_000040,"$348,039.32","$51,806.37","$46,638.09","$442,969.80",,,,"$161,008.63",,,,"$124,733.08",,,$0.00,,"$437,448.47","$323,532.21",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$131,135.24"
ITB_SAN_02,LN_000112,BUNDLE_000001,CBS_000001,CBS_000127,CBS_000032,CBS_000128,CBS_000049,"$561,990.38","$92,221.38","$76,601.83","$722,582.30",,,,"$12,430.02",,,,"$8,435.58",,,$0.00,,"$732,594.04","$708,576.00",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,703.36"
ITB_SAN_02,LN_000113,BUNDLE_000001,CBS_000001,CBS_000127,CBS_000003,CBS_000128,CBS_000049,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000114,BUNDLE_000001,CBS_000001,CBS_000129,CBS_000006,CBS_000130,CBS_000066,"$181,597.47","$30,088.30","$25,759.91","$235,509.82",,,,"$146,483.01",,,,"$137,565.02",,,$0.00,,"$252,757.70","$115,429.78",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$126,724.59"
ITB_SAN_02,LN_000115,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000032,CBS_000027,CBS_000035,"$7,912,414.16","$1,166,447.78","$1,077,847.94","$10,118,515.58",,,,"$1,285,619.09",,,,"$1,387,653.62",,,$0.00,,"$9,831,714.52","$8,879,933.71",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,375,096.23"
ITB_SAN_02,LN_000116,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000032,CBS_000027,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"($1,460,464.15)",,,,"($1,432,449.90)",,,$0.00,,$0.00,"$1,321,965.68",Direct,$0.00,"($28,014.25)","($28,014.25)","$1,807,805.28",$0.00,$0.00,"$1,807,900.21",$0.00,"($28,014.25)","($28,014.25)","$876,239.71",$0.00,$0.00,"$837,781.73","($493,522.45)"
ITB_SAN_02,LN_000117,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000032,CBS_000027,CBS_000049,"$2,384,084.73","$357,724.65","$310,075.91","$2,933,675.67",,,,"$810,208.74",,,,"$582,406.19",,,$0.00,,"$2,988,659.11","$2,418,015.48",Labour,$0.00,$0.00,$0.00,"$157,989.88","$128,918.95","$151,894.49","$443,430.18",$0.00,$0.00,$0.00,"$150,960.29","$125,329.29","$159,538.81","$440,852.14","$1,023,355.14"
ITB_SAN_02,LN_000118,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000032,CBS_000033,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,$55.39,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$59.47,$0.00,$58.23,$0.00,$0.00,$0.00,$0.00,$59.44,$0.00,$58.29,$0.00,$0.00,$0.00,$0.00,$56.52
ITB_SAN_02,LN_000119,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000032,CBS_000033,CBS_000049,"$1,058,479.91","$173,392.21","$148,261.30","$1,484,138.37",,,,"$379,149.61",,,,"$303,987.75",,,$0.00,,"$1,433,329.62","$1,151,422.75",Labour,$0.00,$0.00,$0.00,"$49,786.38","$62,678.98","$98,633.13","$218,358.49",$0.00,$0.00,$0.00,"$51,300.39","$65,074.46","$94,440.88","$208,073.00","$502,798.16"
ITB_SAN_02,LN_000120,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000131,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$215,647.60",,,,"$84,210.59",,,$0.00,,$0.00,"($98,163.93)",Direct,$0.00,"$69,946.08","$69,405.00","$87,172.08","$37,167.44","$406,779.79","$519,820.23",$0.00,"$65,357.87","$67,515.53","$82,580.77","$37,786.14","$397,467.96","$540,672.02","$664,836.00"
ITB_SAN_02,LN_000121,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000131,CBS_000051,"$2,198,811.34","$341,515.06","$273,440.61","$2,878,990.62",,,,"$944,929.49",,,,"$771,647.77",,,$0.00,,"$2,751,755.09","$2,055,600.52",Labour,$0.00,$0.00,$0.00,"$95,458.29","$88,467.79","$90,716.34","$284,786.21",$0.00,$0.00,$0.00,"$91,783.32","$85,362.12","$89,967.49","$261,245.05","$1,041,158.39"
ITB_SAN_02,LN_000122,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000131,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,"$3,841.53",,,,"$3,852.82",,,$0.00,,$0.00,"($4,490.50)",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,210.28"
ITB_SAN_02,LN_000123,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000131,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"$600,954.63",,,,"$45,675.26",,,$0.00,,$0.00,"($52,050.76)",Direct,$0.00,"$530,061.57","$541,220.11",$0.00,$0.00,$0.00,$0.00,$0.00,"$564,502.37","$515,785.53",$0.00,$0.00,$0.00,$0.00,"$591,538.40"
ITB_SAN_02,LN_000124,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000132,CBS_000035,"$186,997.97","$27,790.04","$23,549.44","$242,129.44",,,,$0.00,,,,$0.00,,,$0.00,,"$229,720.15","$235,200.59",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000125,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000133,CBS_000051,"$270,687.39","$41,752.77","$33,746.27","$344,735.74",,,,$0.00,,,,$0.00,,,$0.00,,"$355,199.65","$344,199.24",Labour,$0.00,$0.00,$0.00,"$35,340.19","$31,188.40","$56,131.14","$126,880.54",$0.00,$0.00,$0.00,"$35,843.41","$33,081.79","$54,042.94","$128,947.01","$125,736.83"
ITB_SAN_02,LN_000126,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000036,CBS_000051,"$790,198.57","$117,958.90","$99,026.61","$992,386.67",,,,"$640,454.00",,,,"$515,930.20",,,$0.00,,"$1,033,036.10","$480,435.14",Labour,$0.00,$0.00,$0.00,"$114,488.07","$95,923.52","$98,879.68","$303,120.76",$0.00,$0.00,$0.00,"$108,377.60","$98,408.37","$93,637.10","$298,964.67","$781,036.54"
ITB_SAN_02,LN_000127,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000036,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"$7,067.90",,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,"$7,317.26",$0.00,"$7,499.86",$0.00,$0.00,$0.00,$0.00,"$7,675.49",$0.00,"$7,110.67",$0.00,$0.00,$0.00,$0.00,"$7,472.00"
ITB_SAN_02,LN_000128,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000134,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$86,212.76",,,,"$84,935.41",,,$0.00,,$0.00,"($97,747.10)",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$84,173.96"
ITB_SAN_02,LN_000129,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000134,CBS_000051,"$198,908.91","$31,430.40","$26,009.57","$263,771.70",,,,$0.00,,,,$0.00,,,$0.00,,"$269,104.29","$258,035.44",Labour,$0.00,$0.00,$0.00,"$17,832.84","$16,208.56","$17,182.97","$50,324.08",$0.00,$0.00,$0.00,"$18,054.46","$16,964.67","$18,168.55","$49,918.93","$50,467.08"
ITB_SAN_02,LN_000130,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000135,CBS_000051,"$167,559.20","$26,497.99","$21,651.03","$216,179.97",,,,$0.00,,,,$0.00,,,$0.00,,"$228,096.77","$210,498.72",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
