ITB_No,Ln_ITM_ID,Bundle_ID,CBS_1,CBS_2,CBS_3,CBS_4,CBS_5, Budget_at_Completion ,Overhead,Profit ,Budget_plus_Fee,Submitted_ActualCosts_LTD_without_fees,Submitted_ActualCosts_LTD_Overhead,Submitted_ActualCosts_LTD_Fee,Submitted_ActualCosts_LTD_with_fees,Certified_ActualCosts_LTD_without_fees,Certified_ActualCosts_LTD_Overhead,Certified_ActualCosts_LTD_Fee,Certified_ActualCosts_LTD_with_fees,Variance_LTD,Variance_Current_Submission,Total Variance,Variance_at_Completion,Estimate_at_Completion,Estimate_to_Complete,Cost_Type,Submitted_ Actual_Cost,Submitted_ Accrual_Cost,Submitted_Cost_Total (Actual),Submitted_1_FC,Submitted_2_FC,Submitted_3_FC,Submitted_FC_Total,Certified_Actual_Cost,Certified_Accrual_Cost,Certified_Cost_Total,Certified_1_FC,Certified_2_FC,Certified_3_FC,Certified_FC_Total,LTD_Certified_ with_Current_AFP
ITB_SAN_02,LN_000131,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000136,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$101,107.52",,,,"$44,136.35",,,$0.00,,$0.00,"($48,593.63)",Direct,$0.00,"$55,207.47","$56,695.09",$0.00,$0.00,$0.00,$0.00,$0.00,"$54,201.91","$57,276.87",$0.00,$0.00,$0.00,$0.00,"$95,408.09"
ITB_SAN_02,LN_000132,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000136,CBS_000051,$0.00,$0.00,$0.00,$0.00,,,,"$35,836.89",,,,"$33,280.14",,,$0.00,,$0.00,"($35,513.89)",Labour,$0.00,$0.00,$0.00,"$110,236.56","$107,510.68","$107,207.98","$314,864.10",$0.00,$0.00,$0.00,"$111,407.62","$108,065.54","$110,193.19","$302,461.86","$340,704.57"
ITB_SAN_02,LN_000133,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000136,CBS_000035,"$4,268,725.21","$657,237.53","$549,663.57","$5,509,351.63",,,,$0.00,,,,$0.00,,,$0.00,,"$5,557,419.35","$5,306,271.25",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000134,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000137,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000135,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000137,CBS_000051,"$213,320.92","$32,111.76","$27,884.67","$270,046.11",,,,"$90,385.45",,,,"$61,969.58",,,$0.00,,"$259,296.58","$205,955.40",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$63,368.64"
ITB_SAN_02,LN_000136,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000138,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$75,040.37",,,,"$78,151.50",,,$0.00,,$0.00,"($85,580.13)",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$79,055.43"
ITB_SAN_02,LN_000137,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000138,CBS_000051,"$3,190,700.53","$497,547.61","$441,962.43","$4,197,149.16",,,,"$1,779,275.20",,,,"$1,234,102.08",,,$0.00,,"$4,405,374.81","$3,147,791.71",Labour,$0.00,$0.00,$0.00,"$319,228.63","$299,657.26","$320,294.33","$968,786.76",$0.00,$0.00,$0.00,"$325,575.66","$307,410.55","$303,301.52","$954,986.36","$2,288,471.03"
ITB_SAN_02,LN_000138,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000138,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"($85,580.12)",,,,"($17,252.68)",,,$0.00,,$0.00,"$16,052.33",Direct,$0.00,"($68,327.45)","($68,327.45)",$0.00,$0.00,$0.00,$0.00,$0.00,"($68,327.45)","($68,327.45)",$0.00,$0.00,$0.00,$0.00,"($85,580.13)"
ITB_SAN_02,LN_000139,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000027,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000140,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000139,CBS_000140,CBS_000051,"$525,345.32","$76,640.26","$65,647.57","$657,450.54",,,,"$3,515.70",,,,"$3,873.42",,,$0.00,,"$669,915.39","$652,974.77",Labour,$0.00,$0.00,$0.00,"$21,073.35","$43,683.84","$62,888.65","$130,739.68",$0.00,$0.00,$0.00,"$20,899.31","$41,903.53","$64,859.95","$129,036.17","$135,078.20"
ITB_SAN_02,LN_000141,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000141,CBS_000142,CBS_000051,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000142,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000141,CBS_000142,CBS_000049,$0.00,$0.00,$0.00,$0.00,,,,"$39,590.18",,,,$0.00,,,$0.00,,$0.00,$0.00,Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000143,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000141,CBS_000021,CBS_000051,"$540,694.42","$84,589.78","$70,318.87","$724,168.88",,,,$0.00,,,,$0.00,,,$0.00,,"$701,779.60","$692,520.58",Labour,$0.00,$0.00,$0.00,"$188,055.76","$177,852.08","$180,102.50","$585,072.08",$0.00,$0.00,$0.00,"$182,077.21","$193,437.00","$179,031.32","$581,813.18","$554,193.60"
ITB_SAN_02,LN_000144,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000141,CBS_000014,CBS_000049,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000145,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000131,CBS_000051,$0.00,$0.00,$0.00,$0.00,,,,"$8,576.31",,,,"$8,649.12",,,$0.00,,$0.00,"($9,816.12)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,205.61"
ITB_SAN_02,LN_000146,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000144,CBS_000051,"$151,770.25","$21,235.86","$18,590.75","$195,414.72",,,,$0.00,,,,$0.00,,,$0.00,,"$185,203.17","$191,669.10",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000147,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000145,CBS_000051,"$3,845.05",$612.28,$494.20,"$4,873.40",,,,$0.00,,,,$0.00,,,$0.00,,"$5,163.10","$4,928.84",Labour,$0.00,$0.00,$0.00,"$4,178.64","$4,250.23","$4,305.08","$12,610.07",$0.00,$0.00,$0.00,"$4,213.93","$4,246.25","$4,253.08","$12,388.01","$13,324.78"
ITB_SAN_02,LN_000148,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000146,CBS_000051,"$3,707.03",$560.05,$516.13,"$4,769.57",,,,$0.00,,,,$0.00,,,$0.00,,"$4,921.24","$4,784.55",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000149,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000147,CBS_000051,"$3,864.79",$588.19,$485.65,"$5,021.45",,,,$0.00,,,,$0.00,,,$0.00,,"$5,032.82","$4,990.00",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000150,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000148,CBS_000051,"$3,901.64",$560.79,$512.18,"$5,139.42",,,,$0.00,,,,$0.00,,,$0.00,,"$5,050.18","$5,074.57",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000151,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000149,CBS_000051,"$122,743.73","$17,492.80","$15,318.44","$144,243.67",,,,"$102,102.43",,,,"$95,014.49",,,$0.00,,"$144,942.50","$51,701.33",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$94,604.67"
ITB_SAN_02,LN_000152,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000150,CBS_000051,$0.00,$0.00,$0.00,$0.00,,,,"$91,735.96",,,,"$14,093.80",,,$0.00,,$0.00,"($15,921.44)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,092.96"
ITB_SAN_02,LN_000153,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000151,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000154,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000151,CBS_000051,"$985,283.31","$147,022.74","$132,713.18","$1,243,978.69",,,,"$592,939.46",,,,"$480,598.10",,,$0.00,,"$1,259,808.27","$774,834.20",Labour,$0.00,$0.00,$0.00,"$136,426.12","$135,200.12","$141,482.71","$391,554.27",$0.00,$0.00,$0.00,"$130,688.31","$137,569.62","$130,543.86","$421,460.34","$932,025.30"
ITB_SAN_02,LN_000155,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000152,CBS_000051,"$212,692.36","$34,419.24","$28,100.59","$267,655.30",,,,$0.00,,,,$0.00,,,$0.00,,"$270,365.30","$288,741.59",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000156,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000153,CBS_000051,"$64,484.95","$9,106.93","$8,503.93","$82,531.47",,,,$0.00,,,,$0.00,,,$0.00,,"$81,460.14","$80,543.19",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000157,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000154,CBS_000051,"$109,763.76","$16,231.07","$14,450.44","$143,849.25",,,,"$44,221.66",,,,"$42,034.79",,,$0.00,,"$135,669.81","$96,738.71",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$41,764.16"
ITB_SAN_02,LN_000158,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000155,CBS_000051,"$3,695.02",$609.24,$508.78,"$5,063.98",,,,$0.00,,,,$0.00,,,$0.00,,"$4,861.06","$4,797.46",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000159,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000021,CBS_000051,$0.00,$0.00,$0.00,$0.00,,,,"$1,371.89",,,,"$1,377.29",,,$0.00,,$0.00,"($1,464.57)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,296.76"
ITB_SAN_02,LN_000160,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000021,CBS_000049,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000161,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000027,CBS_000049,$0.00,$0.00,$0.00,$0.00,,,,"$5,885.48",,,,"$4,724.11",,,$0.00,,$0.00,"($5,034.65)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,609.06"
ITB_SAN_02,LN_000162,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000156,CBS_000049,$0.00,$0.00,$0.00,$0.00,,,,"$55,418.26",,,,"$10,114.07",,,$0.00,,$0.00,"($11,601.72)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,068.58"
ITB_SAN_02,LN_000163,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000157,CBS_000049,$0.00,$0.00,$0.00,$0.00,,,,"$57,989.32",,,,$0.00,,,$0.00,,$0.00,$0.00,Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000164,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000158,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000165,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000158,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,"$2,456.12",,,$0.00,,$0.00,"($2,733.10)",Direct,$0.00,"($2,733.10)","($2,733.10)",$0.00,$0.00,$0.00,$0.00,$0.00,"($2,733.10)","($2,733.10)",$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000166,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000158,CBS_000049,"$738,237.99","$111,941.08","$91,248.14","$958,224.21",,,,"$445,879.38",,,,"$358,229.15",,,$0.00,,"$947,278.91","$568,513.51",Labour,$0.00,$0.00,$0.00,"$99,025.72","$99,216.83","$96,860.77","$280,990.04",$0.00,$0.00,$0.00,"$99,708.33","$90,681.74","$93,723.60","$282,810.37","$657,254.05"
ITB_SAN_02,LN_000167,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000159,CBS_000035,"$255,163.78","$40,915.85","$33,288.25","$328,911.79",,,,$0.00,,,,$0.00,,,$0.00,,"$333,007.03","$336,196.49",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000168,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000159,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,835.43","$19,105.34",$0.00,$0.00,$0.00,$0.00,$0.00,"$19,324.12","$19,266.05","$19,934.52"
ITB_SAN_02,LN_000169,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000159,CBS_000049,$0.00,$0.00,$0.00,$0.00,,,,"$1,677.46",,,,"$1,617.41",,,$0.00,,$0.00,"($1,788.56)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,604.27"
ITB_SAN_02,LN_000170,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000160,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,"$1,304,968.94",,,,"$1,020,190.61",,,$0.00,,$0.00,"($1,114,991.23)",Direct,$0.00,"($12,255.74)","($12,255.74)",$0.00,$0.00,$0.00,$0.00,$0.00,"($12,255.74)","($12,255.74)",$0.00,$0.00,$0.00,$0.00,"$1,013,255.39"
ITB_SAN_02,LN_000171,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000161,CBS_000035,"$1,274,781.77","$189,899.61","$167,564.33","$1,708,700.40",,,,$0.00,,,,$0.00,,,$0.00,,"$1,649,463.36","$1,643,750.15",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000172,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000143,CBS_000161,CBS_000049,"$4,220.90",$653.49,$561.58,"$5,762.35",,,,$0.00,,,,$0.00,,,$0.00,,"$5,400.18","$5,534.95",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000173,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000162,CBS_000163,CBS_000051,"$199,160.77","$30,236.60","$25,947.09","$255,227.50",,,,"$193,244.67",,,,"$130,500.49",,,$0.00,,"$261,930.44","$123,491.55",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$139,973.27"
ITB_SAN_02,LN_000174,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000162,CBS_000164,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,"$10,079.56","$10,837.75","$342,543.83","$392,429.49",$0.00,$0.00,$0.00,"$10,445.22","$10,507.19","$354,800.18","$396,285.39","$384,153.03"
ITB_SAN_02,LN_000175,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000162,CBS_000164,CBS_000051,"$917,585.98","$132,994.41","$124,691.90","$1,154,357.94",,,,"$142,803.14",,,,"$126,430.51",,,$0.00,,"$1,231,350.56","$1,100,658.82",Labour,$0.00,$0.00,$0.00,"$16,723.41","$16,823.18","$17,884.63","$52,296.13",$0.00,$0.00,$0.00,"$17,211.50","$17,779.37","$17,012.14","$50,389.04","$188,884.60"
ITB_SAN_02,LN_000176,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000162,CBS_000164,CBS_000035,"$6,302,610.13","$917,431.33","$796,060.96","$7,616,905.97",,,,$0.00,,,,$0.00,,,$0.00,,"$7,500,264.82","$8,091,145.64",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000177,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000162,CBS_000021,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$14,998.79",,,,"$14,035.44",,,$0.00,,$0.00,"($16,398.59)",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,153.55"
ITB_SAN_02,LN_000178,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000162,CBS_000021,CBS_000051,"$2,072,240.46","$324,625.38","$273,440.07","$2,644,104.91",,,,"$1,664,283.20",,,,"$1,332,730.37",,,$0.00,,"$2,700,161.23","$1,501,882.46",Labour,$0.00,$0.00,$0.00,"$317,797.35","$323,377.11","$315,405.33","$981,179.08",$0.00,$0.00,$0.00,"$305,797.73","$345,377.48","$315,113.22","$918,004.16","$2,228,780.11"
ITB_SAN_02,LN_000179,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000162,CBS_000021,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"($16,398.59)",,,,"$23,992.25",,,$0.00,,$0.00,"($28,014.25)",Direct,$0.00,"($44,412.84)","($44,412.84)",$0.00,$0.00,$0.00,$0.00,$0.00,"($44,412.84)","($44,412.84)",$0.00,$0.00,$0.00,$0.00,"($16,398.59)"
ITB_SAN_02,LN_000180,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000162,CBS_000165,CBS_000051,"$3,816,493.11","$615,226.06","$494,730.75","$5,322,130.94",,,,$0.00,,,,$0.00,,,$0.00,,"$5,021,677.23","$5,101,989.40",Labour,$0.00,$0.00,$0.00,"$137,005.35","$171,417.61","$199,680.41","$500,006.97",$0.00,$0.00,$0.00,"$136,887.76","$163,835.59","$200,310.68","$534,532.20","$522,686.71"
ITB_SAN_02,LN_000181,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000162,CBS_000165,CBS_000035,"$253,277.37","$40,499.67","$32,887.83","$317,111.73",,,,$0.00,,,,$0.00,,,$0.00,,"$341,508.08","$327,408.75",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000182,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000162,CBS_000166,CBS_000051,"$247,950.87","$38,014.51","$31,698.73","$306,065.75",,,,"$40,061.67",,,,"$18,762.22",,,$0.00,,"$328,828.08","$296,249.19",Labour,$0.00,$0.00,$0.00,"$47,744.78","$46,845.96","$68,270.56","$165,586.13",$0.00,$0.00,$0.00,"$45,757.50","$45,289.17","$68,118.66","$152,692.10","$186,781.96"
ITB_SAN_02,LN_000183,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000162,CBS_000014,CBS_000049,"$736,060.82","$113,515.25","$97,620.64","$920,836.04",,,,"$42,775.77",,,,"$29,827.33",,,$0.00,,"$919,726.70","$934,435.24",Labour,$0.00,$0.00,$0.00,"$18,065.60","$20,275.86","$21,917.18","$62,448.03",$0.00,$0.00,$0.00,"$17,835.41","$21,849.43","$20,624.93","$59,556.34","$88,632.44"
ITB_SAN_02,LN_000184,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000162,CBS_000167,CBS_000049,$0.00,$0.00,$0.00,$0.00,,,,"$73,591.86",,,,"$33,721.07",,,$0.00,,$0.00,"($36,196.48)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$33,384.18"
ITB_SAN_02,LN_000185,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000162,CBS_000168,CBS_000049,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000186,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000008,CBS_000063,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$42,412.25",,,,"$41,227.37",,,$0.00,,$0.00,"($46,462.66)",Direct,$0.00,$0.00,$0.00,$0.00,"$100,879.76","$102,151.19","$192,845.80",$0.00,$0.00,$0.00,$0.00,"$100,845.38","$94,431.86","$191,201.14","$239,763.79"
ITB_SAN_02,LN_000187,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000008,CBS_000063,CBS_000051,"$3,112,781.17","$483,548.20","$429,874.27","$4,182,336.64",,,,"$1,224,914.70",,,,"$908,300.11",,,$0.00,,"$3,959,799.29","$3,246,709.01",Labour,$0.00,$0.00,$0.00,"$244,872.09","$247,343.82","$250,677.21","$719,321.75",$0.00,$0.00,$0.00,"$236,632.85","$256,763.13","$242,987.69","$709,793.07","$1,743,498.34"
ITB_SAN_02,LN_000188,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000008,CBS_000063,CBS_000035,"$894,887.16","$133,739.74","$113,621.42","$1,119,842.68",,,,$0.00,,,,$0.00,,,$0.00,,"$1,154,670.93","$1,177,066.08",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000189,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000008,CBS_000063,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"($46,462.67)",,,,"$3,733.47",,,$0.00,,$0.00,"($4,099.65)",Direct,$0.00,"($50,562.32)","($50,562.32)",$0.00,$0.00,$0.00,$0.00,$0.00,"($50,562.31)","($50,562.31)",$0.00,$0.00,$0.00,$0.00,"($46,462.66)"
ITB_SAN_02,LN_000190,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000008,CBS_000169,CBS_000051,"$375,860.17","$58,219.58","$45,722.79","$450,364.14",,,,"$175,874.37",,,,"$158,198.22",,,$0.00,,"$472,743.24","$304,961.88",Labour,$0.00,$0.00,$0.00,"$10,774.28","$10,698.08","$10,995.53","$33,755.53",$0.00,$0.00,$0.00,"$10,888.70","$10,617.92","$11,337.37","$32,266.23","$187,266.86"
ITB_SAN_02,LN_000191,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000008,CBS_000169,CBS_000035,"$845,066.99","$117,751.84","$102,023.81","$1,077,465.58",,,,$0.00,,,,$0.00,,,$0.00,,"$1,037,226.33","$1,047,192.05",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_02,LN_000192,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000008,CBS_000169,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
